City,Date,CTBegin,Sunrise,Sunset,CTEnd
Colorado Springs CO,2022-12-22,6.744,7.243,16.689,17.188
Colorado Springs CO,2022-12-23,6.752,7.251,16.698,17.197
Colorado Springs CO,2022-12-24,6.759,7.258,16.708,17.207
Colorado Springs CO,2022-12-25,6.766,7.265,16.718,17.217
Colorado Springs CO,2022-12-26,6.772,7.271,16.729,17.227
Colorado Springs CO,2022-12-27,6.778,7.276,16.74,17.238
Colorado Springs CO,2022-12-28,6.783,7.281,16.751,17.249
Colorado Springs CO,2022-12-29,6.788,7.286,16.763,17.261
Colorado Springs CO,2022-12-30,6.792,7.289,16.776,17.273
Colorado Springs CO,2022-12-31,6.796,7.293,16.789,17.286
Kansas City KS,2020-01-01,7.13,7.629,17.105,17.604
Kansas City KS,2020-01-02,7.133,7.631,17.119,17.617
Kansas City KS,2020-01-03,7.135,7.632,17.133,17.631
Kansas City KS,2020-01-04,7.136,7.633,17.148,17.645
Kansas City KS,2020-01-05,7.137,7.634,17.162,17.659
Kansas City KS,2020-01-06,7.138,7.633,17.178,17.674
Kansas City KS,2020-01-07,7.138,7.633,17.193,17.688
Kansas City KS,2020-01-08,7.137,7.631,17.209,17.703
Kansas City KS,2020-01-09,7.136,7.629,17.225,17.719
Kansas City KS,2020-01-10,7.134,7.626,17.242,17.734
Kansas City KS,2020-01-11,7.131,7.623,17.258,17.75
Kansas City KS,2020-01-12,7.128,7.619,17.275,17.766
Kansas City KS,2020-01-13,7.125,7.615,17.293,17.783
Kansas City KS,2020-01-14,7.121,7.61,17.31,17.799
Kansas City KS,2020-01-15,7.116,7.604,17.328,17.816
Kansas City KS,2020-01-16,7.111,7.598,17.346,17.833
Kansas City KS,2020-01-17,7.105,7.591,17.364,17.85
Kansas City KS,2020-01-18,7.099,7.584,17.382,17.868
Kansas City KS,2020-01-19,7.092,7.576,17.401,17.885
Kansas City KS,2020-01-20,7.085,7.568,17.419,17.903
Kansas City KS,2020-01-21,7.077,7.559,17.438,17.92
Kansas City KS,2020-01-22,7.068,7.549,17.457,17.938
Kansas City KS,2020-01-23,7.059,7.539,17.476,17.956
Kansas City KS,2020-01-24,7.05,7.529,17.495,17.974
Kansas City KS,2020-01-25,7.04,7.517,17.514,17.992
Kansas City KS,2020-01-26,7.029,7.506,17.534,18.011
Kansas City KS,2020-01-27,7.018,7.494,17.553,18.029
Kansas City KS,2020-01-28,7.006,7.481,17.572,18.047
Kansas City KS,2020-01-29,6.994,7.468,17.592,18.066
Kansas City KS,2020-01-30,6.982,7.454,17.611,18.084
Kansas City KS,2020-01-31,6.969,7.44,17.631,18.102
Kansas City KS,2020-02-01,6.955,7.425,17.65,18.121
Kansas City KS,2020-02-02,6.941,7.41,17.67,18.139
Kansas City KS,2020-02-03,6.927,7.395,17.689,18.158
Kansas City KS,2020-02-04,6.912,7.379,17.709,18.176
Kansas City KS,2020-02-05,6.896,7.362,17.728,18.194
Kansas City KS,2020-02-06,6.88,7.345,17.748,18.213
Kansas City KS,2020-02-07,6.864,7.328,17.767,18.231
Kansas City KS,2020-02-08,6.847,7.31,17.786,18.25
Kansas City KS,2020-02-09,6.83,7.292,17.806,18.268
Kansas City KS,2020-02-10,6.813,7.274,17.825,18.286
Kansas City KS,2020-02-11,6.795,7.255,17.844,18.304
Kansas City KS,2020-02-12,6.777,7.236,17.863,18.323
Kansas City KS,2020-02-13,6.758,7.216,17.882,18.341
Kansas City KS,2020-02-14,6.739,7.196,17.901,18.359
Kansas City KS,2020-02-15,6.72,7.176,17.92,18.377
Kansas City KS,2020-02-16,6.7,7.155,17.939,18.395
Kansas City KS,2020-02-17,6.68,7.134,17.958,18.413
Kansas City KS,2020-02-18,6.659,7.113,17.977,18.431
Kansas City KS,2020-02-19,6.639,7.092,17.996,18.449
Kansas City KS,2020-02-20,6.618,7.07,18.014,18.467
Kansas City KS,2020-02-21,6.596,7.048,18.033,18.485
Kansas City KS,2020-02-22,6.574,7.025,18.051,18.502
Kansas City KS,2020-02-23,6.553,7.003,18.069,18.52
Kansas City KS,2020-02-24,6.53,6.98,18.088,18.538
Kansas City KS,2020-02-25,6.508,6.957,18.106,18.555
Kansas City KS,2020-02-26,6.485,6.933,18.124,18.573
Kansas City KS,2020-02-27,6.462,6.91,18.142,18.59
Kansas City KS,2020-02-28,6.439,6.886,18.16,18.608
Kansas City KS,2020-02-29,6.415,6.862,18.178,18.625
Kansas City KS,2020-03-01,6.391,6.838,18.195,18.642
Kansas City KS,2020-03-02,6.367,6.813,18.213,18.66
Kansas City KS,2020-03-03,6.343,6.789,18.231,18.677
Kansas City KS,2020-03-04,6.319,6.764,18.248,18.694
Kansas City KS,2020-03-05,6.294,6.739,18.265,18.711
Kansas City KS,2020-03-06,6.269,6.714,18.283,18.728
Kansas City KS,2020-03-07,6.244,6.689,18.3,18.745
Kansas City KS,2020-03-08,6.219,6.663,18.317,18.762
Kansas City KS,2020-03-09,7.194,7.638,19.334,19.779
Kansas City KS,2020-03-10,7.169,7.612,19.351,19.796
Kansas City KS,2020-03-11,7.143,7.587,19.368,19.812
Kansas City KS,2020-03-12,7.117,7.561,19.385,19.829
Kansas City KS,2020-03-13,7.091,7.535,19.402,19.846
Kansas City KS,2020-03-14,7.065,7.509,19.418,19.863
Kansas City KS,2020-03-15,7.039,7.483,19.435,19.879
Kansas City KS,2020-03-16,7.013,7.457,19.452,19.896
Kansas City KS,2020-03-17,6.987,7.43,19.468,19.913
Kansas City KS,2020-03-18,6.96,7.404,19.485,19.93
Kansas City KS,2020-03-19,6.934,7.378,19.502,19.946
Kansas City KS,2020-03-20,6.907,7.352,19.518,19.963
Kansas City KS,2020-03-21,6.881,7.325,19.535,19.98
Kansas City KS,2020-03-22,6.854,7.299,19.551,19.997
Kansas City KS,2020-03-23,6.828,7.273,19.567,20.013
Kansas City KS,2020-03-24,6.801,7.246,19.584,20.03
Kansas City KS,2020-03-25,6.774,7.22,19.6,20.047
Kansas City KS,2020-03-26,6.748,7.194,19.616,20.063
Kansas City KS,2020-03-27,6.721,7.167,19.633,20.08
Kansas City KS,2020-03-28,6.694,7.141,19.649,20.097
Kansas City KS,2020-03-29,6.667,7.115,19.665,20.114
Kansas City KS,2020-03-30,6.641,7.089,19.682,20.131
Kansas City KS,2020-03-31,6.614,7.062,19.698,20.147
Kansas City KS,2020-04-01,6.587,7.036,19.714,20.164
Kansas City KS,2020-04-02,6.561,7.01,19.73,20.181
Kansas City KS,2020-04-03,6.534,6.984,19.746,20.198
Kansas City KS,2020-04-04,6.507,6.959,19.763,20.215
Kansas City KS,2020-04-05,6.481,6.933,19.779,20.232
Kansas City KS,2020-04-06,6.454,6.907,19.795,20.249
Kansas City KS,2020-04-07,6.428,6.882,19.811,20.266
Kansas City KS,2020-04-08,6.402,6.856,19.827,20.283
Kansas City KS,2020-04-09,6.376,6.831,19.843,20.3
Kansas City KS,2020-04-10,6.35,6.806,19.86,20.317
Kansas City KS,2020-04-11,6.324,6.781,19.876,20.334
Kansas City KS,2020-04-12,6.298,6.756,19.892,20.352
Kansas City KS,2020-04-13,6.272,6.732,19.908,20.369
Kansas City KS,2020-04-14,6.247,6.707,19.924,20.386
Kansas City KS,2020-04-15,6.222,6.683,19.941,20.403
Kansas City KS,2020-04-16,6.197,6.659,19.957,20.421
Kansas City KS,2020-04-17,6.172,6.635,19.973,20.438
Kansas City KS,2020-04-18,6.147,6.611,19.99,20.456
Kansas City KS,2020-04-19,6.122,6.588,20.006,20.473
Kansas City KS,2020-04-20,6.098,6.565,20.022,20.491
Kansas City KS,2020-04-21,6.074,6.542,20.039,20.508
Kansas City KS,2020-04-22,6.05,6.519,20.055,20.526
Kansas City KS,2020-04-23,6.026,6.497,20.071,20.544
Kansas City KS,2020-04-24,6.002,6.475,20.088,20.561
Kansas City KS,2020-04-25,5.979,6.453,20.104,20.579
Kansas City KS,2020-04-26,5.956,6.431,20.12,20.597
Kansas City KS,2020-04-27,5.933,6.41,20.136,20.614
Kansas City KS,2020-04-28,5.911,6.388,20.153,20.632
Kansas City KS,2020-04-29,5.889,6.368,20.169,20.65
Kansas City KS,2020-04-30,5.867,6.347,20.185,20.667
Kansas City KS,2020-05-01,5.845,6.327,20.201,20.685
Kansas City KS,2020-05-02,5.824,6.307,20.217,20.702
Kansas City KS,2020-05-03,5.803,6.288,20.234,20.72
Kansas City KS,2020-05-04,5.782,6.269,20.25,20.738
Kansas City KS,2020-05-05,5.762,6.25,20.266,20.755
Kansas City KS,2020-05-06,5.742,6.231,20.282,20.773
Kansas City KS,2020-05-07,5.723,6.213,20.297,20.79
Kansas City KS,2020-05-08,5.703,6.196,20.313,20.807
Kansas City KS,2020-05-09,5.684,6.178,20.329,20.825
Kansas City KS,2020-05-10,5.666,6.162,20.345,20.842
Kansas City KS,2020-05-11,5.648,6.145,20.36,20.859
Kansas City KS,2020-05-12,5.63,6.129,20.376,20.876
Kansas City KS,2020-05-13,5.613,6.113,20.391,20.893
Kansas City KS,2020-05-14,5.596,6.098,20.406,20.91
Kansas City KS,2020-05-15,5.58,6.083,20.421,20.926
Kansas City KS,2020-05-16,5.564,6.069,20.437,20.943
Kansas City KS,2020-05-17,5.549,6.055,20.451,20.959
Kansas City KS,2020-05-18,5.534,6.042,20.466,20.975
Kansas City KS,2020-05-19,5.519,6.029,20.481,20.991
Kansas City KS,2020-05-20,5.505,6.016,20.495,21.007
Kansas City KS,2020-05-21,5.492,6.004,20.509,21.023
Kansas City KS,2020-05-22,5.479,5.992,20.523,21.038
Kansas City KS,2020-05-23,5.466,5.981,20.537,21.054
Kansas City KS,2020-05-24,5.454,5.971,20.551,21.069
Kansas City KS,2020-05-25,5.443,5.961,20.564,21.083
Kansas City KS,2020-05-26,5.432,5.951,20.578,21.098
Kansas City KS,2020-05-27,5.422,5.942,20.59,21.112
Kansas City KS,2020-05-28,5.412,5.933,20.603,21.126
Kansas City KS,2020-05-29,5.402,5.925,20.616,21.14
Kansas City KS,2020-05-30,5.394,5.917,20.628,21.153
Kansas City KS,2020-05-31,5.385,5.91,20.639,21.166
Kansas City KS,2020-06-01,5.378,5.904,20.651,21.178
Kansas City KS,2020-06-02,5.37,5.898,20.662,21.19
Kansas City KS,2020-06-03,5.364,5.892,20.673,21.202
Kansas City KS,2020-06-04,5.358,5.887,20.683,21.214
Kansas City KS,2020-06-05,5.352,5.883,20.694,21.225
Kansas City KS,2020-06-06,5.347,5.879,20.703,21.235
Kansas City KS,2020-06-07,5.343,5.875,20.713,21.246
Kansas City KS,2020-06-08,5.339,5.872,20.722,21.255
Kansas City KS,2020-06-09,5.336,5.87,20.731,21.265
Kansas City KS,2020-06-10,5.334,5.868,20.739,21.274
Kansas City KS,2020-06-11,5.332,5.867,20.747,21.282
Kansas City KS,2020-06-12,5.33,5.866,20.754,21.29
Kansas City KS,2020-06-13,5.33,5.865,20.761,21.298
Kansas City KS,2020-06-14,5.329,5.866,20.768,21.305
Kansas City KS,2020-06-15,5.33,5.866,20.774,21.311
Kansas City KS,2020-06-16,5.33,5.868,20.78,21.317
Kansas City KS,2020-06-17,5.332,5.869,20.785,21.322
Kansas City KS,2020-06-18,5.334,5.872,20.79,21.327
Kansas City KS,2020-06-19,5.337,5.874,20.794,21.332
Kansas City KS,2020-06-20,5.34,5.877,20.798,21.336
Kansas City KS,2020-06-21,5.343,5.881,20.801,21.339
Kansas City KS,2020-06-22,5.348,5.885,20.804,21.342
Kansas City KS,2020-06-23,5.352,5.89,20.806,21.344
Kansas City KS,2020-06-24,5.357,5.895,20.808,21.345
Kansas City KS,2020-06-25,5.363,5.9,20.809,21.346
Kansas City KS,2020-06-26,5.369,5.906,20.81,21.347
Kansas City KS,2020-06-27,5.376,5.913,20.81,21.346
Kansas City KS,2020-06-28,5.383,5.92,20.81,21.346
Kansas City KS,2020-06-29,5.391,5.927,20.809,21.344
Kansas City KS,2020-06-30,5.399,5.934,20.808,21.342
Kansas City KS,2020-07-01,5.408,5.942,20.806,21.34
Kansas City KS,2020-07-02,5.417,5.951,20.803,21.336
Kansas City KS,2020-07-03,5.426,5.959,20.8,21.333
Kansas City KS,2020-07-04,5.436,5.968,20.797,21.328
Kansas City KS,2020-07-05,5.446,5.978,20.793,21.323
Kansas City KS,2020-07-06,5.457,5.988,20.788,21.318
Kansas City KS,2020-07-07,5.468,5.998,20.783,21.312
Kansas City KS,2020-07-08,5.479,6.008,20.777,21.305
Kansas City KS,2020-07-09,5.491,6.019,20.771,21.298
Kansas City KS,2020-07-10,5.503,6.03,20.765,21.29
Kansas City KS,2020-07-11,5.516,6.041,20.757,21.282
Kansas City KS,2020-07-12,5.528,6.053,20.75,21.273
Kansas City KS,2020-07-13,5.541,6.065,20.741,21.263
Kansas City KS,2020-07-14,5.555,6.077,20.733,21.253
Kansas City KS,2020-07-15,5.568,6.089,20.723,21.243
Kansas City KS,2020-07-16,5.582,6.102,20.713,21.232
Kansas City KS,2020-07-17,5.596,6.114,20.703,21.22
Kansas City KS,2020-07-18,5.611,6.127,20.692,21.208
Kansas City KS,2020-07-19,5.625,6.141,20.681,21.195
Kansas City KS,2020-07-20,5.64,6.154,20.669,21.182
Kansas City KS,2020-07-21,5.655,6.168,20.657,21.168
Kansas City KS,2020-07-22,5.67,6.181,20.644,21.154
Kansas City KS,2020-07-23,5.685,6.195,20.631,21.139
Kansas City KS,2020-07-24,5.701,6.209,20.617,21.124
Kansas City KS,2020-07-25,5.717,6.223,20.603,21.109
Kansas City KS,2020-07-26,5.732,6.238,20.589,21.092
Kansas City KS,2020-07-27,5.748,6.252,20.574,21.076
Kansas City KS,2020-07-28,5.764,6.267,20.558,21.059
Kansas City KS,2020-07-29,5.78,6.281,20.542,21.041
Kansas City KS,2020-07-30,5.797,6.296,20.526,21.024
Kansas City KS,2020-07-31,5.813,6.311,20.509,21.005
Kansas City KS,2020-08-01,5.829,6.326,20.492,20.987
Kansas City KS,2020-08-02,5.846,6.34,20.474,20.967
Kansas City KS,2020-08-03,5.862,6.355,20.456,20.948
Kansas City KS,2020-08-04,5.878,6.37,20.438,20.928
Kansas City KS,2020-08-05,5.895,6.385,20.419,20.908
Kansas City KS,2020-08-06,5.912,6.401,20.4,20.887
Kansas City KS,2020-08-07,5.928,6.416,20.381,20.866
Kansas City KS,2020-08-08,5.945,6.431,20.361,20.845
Kansas City KS,2020-08-09,5.962,6.446,20.341,20.823
Kansas City KS,2020-08-10,5.978,6.461,20.32,20.802
Kansas City KS,2020-08-11,5.995,6.476,20.299,20.779
Kansas City KS,2020-08-12,6.012,6.492,20.278,20.757
Kansas City KS,2020-08-13,6.028,6.507,20.257,20.734
Kansas City KS,2020-08-14,6.045,6.522,20.235,20.711
Kansas City KS,2020-08-15,6.062,6.538,20.213,20.688
Kansas City KS,2020-08-16,6.078,6.553,20.191,20.664
Kansas City KS,2020-08-17,6.095,6.568,20.168,20.64
Kansas City KS,2020-08-18,6.111,6.583,20.145,20.616
Kansas City KS,2020-08-19,6.128,6.599,20.122,20.592
Kansas City KS,2020-08-20,6.144,6.614,20.099,20.567
Kansas City KS,2020-08-21,6.161,6.629,20.075,20.542
Kansas City KS,2020-08-22,6.177,6.645,20.052,20.517
Kansas City KS,2020-08-23,6.194,6.66,20.028,20.492
Kansas City KS,2020-08-24,6.21,6.675,20.003,20.467
Kansas City KS,2020-08-25,6.226,6.69,19.979,20.441
Kansas City KS,2020-08-26,6.243,6.705,19.954,20.415
Kansas City KS,2020-08-27,6.259,6.72,19.929,20.389
Kansas City KS,2020-08-28,6.275,6.735,19.904,20.363
Kansas City KS,2020-08-29,6.291,6.751,19.879,20.337
Kansas City KS,2020-08-30,6.307,6.766,19.854,20.311
Kansas City KS,2020-08-31,6.323,6.781,19.828,20.284
Kansas City KS,2020-09-01,6.339,6.796,19.802,20.258
Kansas City KS,2020-09-02,6.355,6.811,19.777,20.231
Kansas City KS,2020-09-03,6.371,6.826,19.751,20.204
Kansas City KS,2020-09-04,6.386,6.841,19.724,20.177
Kansas City KS,2020-09-05,6.402,6.856,19.698,20.15
Kansas City KS,2020-09-06,6.418,6.871,19.672,20.123
Kansas City KS,2020-09-07,6.434,6.885,19.645,20.096
Kansas City KS,2020-09-08,6.449,6.9,19.619,20.069
Kansas City KS,2020-09-09,6.465,6.915,19.592,20.042
Kansas City KS,2020-09-10,6.481,6.93,19.566,20.014
Kansas City KS,2020-09-11,6.496,6.945,19.539,19.987
Kansas City KS,2020-09-12,6.512,6.96,19.512,19.96
Kansas City KS,2020-09-13,6.527,6.975,19.485,19.933
Kansas City KS,2020-09-14,6.543,6.991,19.459,19.905
Kansas City KS,2020-09-15,6.558,7.006,19.432,19.878
Kansas City KS,2020-09-16,6.574,7.021,19.405,19.851
Kansas City KS,2020-09-17,6.589,7.036,19.378,19.823
Kansas City KS,2020-09-18,6.605,7.051,19.351,19.796
Kansas City KS,2020-09-19,6.62,7.066,19.324,19.769
Kansas City KS,2020-09-20,6.636,7.081,19.297,19.741
Kansas City KS,2020-09-21,6.651,7.096,19.27,19.714
Kansas City KS,2020-09-22,6.667,7.112,19.243,19.687
Kansas City KS,2020-09-23,6.682,7.127,19.216,19.66
Kansas City KS,2020-09-24,6.698,7.142,19.189,19.633
Kansas City KS,2020-09-25,6.713,7.158,19.163,19.606
Kansas City KS,2020-09-26,6.729,7.173,19.136,19.579
Kansas City KS,2020-09-27,6.744,7.188,19.109,19.553
Kansas City KS,2020-09-28,6.76,7.204,19.082,19.526
Kansas City KS,2020-09-29,6.775,7.219,19.056,19.5
Kansas City KS,2020-09-30,6.791,7.235,19.029,19.473
Kansas City KS,2020-10-01,6.806,7.251,19.003,19.447
Kansas City KS,2020-10-02,6.822,7.266,18.977,19.421
Kansas City KS,2020-10-03,6.837,7.282,18.951,19.395
Kansas City KS,2020-10-04,6.853,7.298,18.925,19.369
Kansas City KS,2020-10-05,6.869,7.314,18.899,19.343
Kansas City KS,2020-10-06,6.885,7.33,18.873,19.318
Kansas City KS,2020-10-07,6.9,7.346,18.847,19.293
Kansas City KS,2020-10-08,6.916,7.362,18.822,19.268
Kansas City KS,2020-10-09,6.932,7.379,18.797,19.243
Kansas City KS,2020-10-10,6.948,7.395,18.772,19.218
Kansas City KS,2020-10-11,6.964,7.412,18.747,19.194
Kansas City KS,2020-10-12,6.98,7.428,18.722,19.169
Kansas City KS,2020-10-13,6.997,7.445,18.698,19.145
Kansas City KS,2020-10-14,7.013,7.462,18.673,19.122
Kansas City KS,2020-10-15,7.029,7.478,18.649,19.098
Kansas City KS,2020-10-16,7.046,7.495,18.625,19.075
Kansas City KS,2020-10-17,7.062,7.512,18.602,19.052
Kansas City KS,2020-10-18,7.078,7.53,18.578,19.029
Kansas City KS,2020-10-19,7.095,7.547,18.555,19.007
Kansas City KS,2020-10-20,7.112,7.564,18.532,18.984
Kansas City KS,2020-10-21,7.128,7.582,18.51,18.963
Kansas City KS,2020-10-22,7.145,7.599,18.488,18.941
Kansas City KS,2020-10-23,7.162,7.617,18.466,18.92
Kansas City KS,2020-10-24,7.179,7.634,18.444,18.899
Kansas City KS,2020-10-25,7.196,7.652,18.422,18.878
Kansas City KS,2020-10-26,7.213,7.67,18.401,18.858
Kansas City KS,2020-10-27,7.23,7.688,18.381,18.838
Kansas City KS,2020-10-28,7.247,7.706,18.36,18.819
Kansas City KS,2020-10-29,7.264,7.724,18.34,18.8
Kansas City KS,2020-10-30,7.281,7.742,18.321,18.781
Kansas City KS,2020-10-31,7.299,7.76,18.301,18.763
Kansas City KS,2020-11-01,7.316,7.778,18.282,18.745
Kansas City KS,2020-11-02,6.333,6.797,17.264,17.727
Kansas City KS,2020-11-03,6.351,6.815,17.246,17.71
Kansas City KS,2020-11-04,6.368,6.834,17.228,17.693
Kansas City KS,2020-11-05,6.386,6.852,17.211,17.677
Kansas City KS,2020-11-06,6.403,6.871,17.194,17.661
Kansas City KS,2020-11-07,6.421,6.889,17.177,17.646
Kansas City KS,2020-11-08,6.438,6.908,17.161,17.631
Kansas City KS,2020-11-09,6.456,6.926,17.146,17.616
Kansas City KS,2020-11-10,6.473,6.945,17.131,17.602
Kansas City KS,2020-11-11,6.491,6.964,17.116,17.589
Kansas City KS,2020-11-12,6.508,6.982,17.102,17.576
Kansas City KS,2020-11-13,6.526,7.001,17.088,17.563
Kansas City KS,2020-11-14,6.544,7.02,17.075,17.551
Kansas City KS,2020-11-15,6.561,7.038,17.063,17.539
Kansas City KS,2020-11-16,6.578,7.057,17.05,17.528
Kansas City KS,2020-11-17,6.596,7.075,17.039,17.518
Kansas City KS,2020-11-18,6.613,7.094,17.028,17.508
Kansas City KS,2020-11-19,6.63,7.112,17.017,17.499
Kansas City KS,2020-11-20,6.648,7.13,17.007,17.49
Kansas City KS,2020-11-21,6.665,7.148,16.998,17.481
Kansas City KS,2020-11-22,6.682,7.166,16.989,17.473
Kansas City KS,2020-11-23,6.699,7.184,16.981,17.466
Kansas City KS,2020-11-24,6.715,7.202,16.973,17.459
Kansas City KS,2020-11-25,6.732,7.219,16.966,17.453
Kansas City KS,2020-11-26,6.748,7.237,16.959,17.448
Kansas City KS,2020-11-27,6.764,7.254,16.953,17.443
Kansas City KS,2020-11-28,6.78,7.271,16.948,17.438
Kansas City KS,2020-11-29,6.796,7.287,16.943,17.434
Kansas City KS,2020-11-30,6.812,7.304,16.939,17.431
Kansas City KS,2020-12-01,6.827,7.32,16.935,17.428
Kansas City KS,2020-12-02,6.843,7.336,16.933,17.426
Kansas City KS,2020-12-03,6.858,7.352,16.93,17.425
Kansas City KS,2020-12-04,6.872,7.368,16.928,17.424
Kansas City KS,2020-12-05,6.887,7.383,16.927,17.423
Kansas City KS,2020-12-06,6.901,7.398,16.927,17.423
Kansas City KS,2020-12-07,6.915,7.412,16.927,17.424
Kansas City KS,2020-12-08,6.929,7.426,16.928,17.425
Kansas City KS,2020-12-09,6.942,7.44,16.929,17.427
Kansas City KS,2020-12-10,6.955,7.454,16.931,17.43
Kansas City KS,2020-12-11,6.967,7.467,16.933,17.433
Kansas City KS,2020-12-12,6.98,7.479,16.937,17.436
Kansas City KS,2020-12-13,6.992,7.492,16.94,17.44
Kansas City KS,2020-12-14,7.003,7.504,16.945,17.445
Kansas City KS,2020-12-15,7.014,7.515,16.95,17.45
Kansas City KS,2020-12-16,7.025,7.526,16.955,17.456
Kansas City KS,2020-12-17,7.035,7.536,16.961,17.462
Kansas City KS,2020-12-18,7.045,7.546,16.968,17.469
Kansas City KS,2020-12-19,7.055,7.556,16.975,17.477
Kansas City KS,2020-12-20,7.063,7.565,16.983,17.484
Kansas City KS,2020-12-21,7.072,7.573,16.991,17.493
Kansas City KS,2020-12-22,7.08,7.581,17.0,17.502
Kansas City KS,2020-12-23,7.087,7.589,17.009,17.511
Kansas City KS,2020-12-24,7.094,7.596,17.019,17.521
Kansas City KS,2020-12-25,7.101,7.602,17.03,17.531
Kansas City KS,2020-12-26,7.107,7.608,17.041,17.541
Kansas City KS,2020-12-27,7.112,7.613,17.052,17.553
Kansas City KS,2020-12-28,7.117,7.618,17.064,17.564
Kansas City KS,2020-12-29,7.122,7.622,17.076,17.576
Kansas City KS,2020-12-30,7.126,7.625,17.089,17.588
Kansas City KS,2020-12-31,7.129,7.628,17.102,17.601
Kansas City KS,2021-01-01,7.132,7.63,17.115,17.614
Kansas City KS,2021-01-02,7.134,7.632,17.129,17.627
Kansas City KS,2021-01-03,7.136,7.633,17.144,17.641
Kansas City KS,2021-01-04,7.137,7.634,17.159,17.655
Kansas City KS,2021-01-05,7.137,7.633,17.174,17.67
Kansas City KS,2021-01-06,7.137,7.633,17.189,17.684
Kansas City KS,2021-01-07,7.137,7.631,17.205,17.699
Kansas City KS,2021-01-08,7.136,7.63,17.221,17.715
Kansas City KS,2021-01-09,7.134,7.627,17.237,17.73
Kansas City KS,2021-01-10,7.132,7.624,17.254,17.746
Kansas City KS,2021-01-11,7.129,7.62,17.271,17.762
Kansas City KS,2021-01-12,7.126,7.616,17.288,17.779
Kansas City KS,2021-01-13,7.122,7.611,17.306,17.795
Kansas City KS,2021-01-14,7.117,7.606,17.324,17.812
Kansas City KS,2021-01-15,7.112,7.6,17.341,17.829
Kansas City KS,2021-01-16,7.107,7.593,17.36,17.846
Kansas City KS,2021-01-17,7.101,7.586,17.378,17.863
Kansas City KS,2021-01-18,7.094,7.578,17.396,17.881
Kansas City KS,2021-01-19,7.087,7.57,17.415,17.898
Kansas City KS,2021-01-20,7.079,7.561,17.434,17.916
Kansas City KS,2021-01-21,7.07,7.552,17.453,17.934
Kansas City KS,2021-01-22,7.062,7.542,17.471,17.952
Kansas City KS,2021-01-23,7.052,7.531,17.491,17.97
Kansas City KS,2021-01-24,7.042,7.52,17.51,17.988
Kansas City KS,2021-01-25,7.032,7.509,17.529,18.006
Kansas City KS,2021-01-26,7.021,7.497,17.548,18.024
Kansas City KS,2021-01-27,7.009,7.484,17.568,18.043
Kansas City KS,2021-01-28,6.997,7.471,17.587,18.061
Kansas City KS,2021-01-29,6.985,7.457,17.606,18.079
Kansas City KS,2021-01-30,6.972,7.443,17.626,18.098
Kansas City KS,2021-01-31,6.958,7.429,17.645,18.116
Kansas City KS,2021-02-01,6.944,7.414,17.665,18.134
Kansas City KS,2021-02-02,6.93,7.398,17.684,18.153
Kansas City KS,2021-02-03,6.915,7.382,17.704,18.171
Kansas City KS,2021-02-04,6.9,7.366,17.723,18.19
Kansas City KS,2021-02-05,6.884,7.349,17.743,18.208
Kansas City KS,2021-02-06,6.868,7.332,17.762,18.226
Kansas City KS,2021-02-07,6.851,7.315,17.781,18.245
Kansas City KS,2021-02-08,6.834,7.297,17.801,18.263
Kansas City KS,2021-02-09,6.817,7.278,17.82,18.282
Kansas City KS,2021-02-10,6.799,7.259,17.839,18.3
Kansas City KS,2021-02-11,6.781,7.24,17.859,18.318
Kansas City KS,2021-02-12,6.763,7.221,17.878,18.336
Kansas City KS,2021-02-13,6.744,7.201,17.897,18.355
Kansas City KS,2021-02-14,6.724,7.181,17.916,18.373
Kansas City KS,2021-02-15,6.705,7.16,17.935,18.391
Kansas City KS,2021-02-16,6.685,7.14,17.954,18.409
Kansas City KS,2021-02-17,6.664,7.118,17.972,18.427
Kansas City KS,2021-02-18,6.644,7.097,17.991,18.445
Kansas City KS,2021-02-19,6.623,7.075,18.01,18.463
Kansas City KS,2021-02-20,6.601,7.053,18.028,18.48
Kansas City KS,2021-02-21,6.58,7.031,18.047,18.498
Kansas City KS,2021-02-22,6.558,7.008,18.065,18.516
Kansas City KS,2021-02-23,6.536,6.985,18.083,18.533
Kansas City KS,2021-02-24,6.513,6.962,18.101,18.551
Kansas City KS,2021-02-25,6.49,6.939,18.119,18.568
Kansas City KS,2021-02-26,6.467,6.915,18.137,18.586
Kansas City KS,2021-02-27,6.444,6.892,18.155,18.603
Kansas City KS,2021-02-28,6.421,6.868,18.173,18.62
Kansas City KS,2021-03-01,6.397,6.843,18.191,18.638
Kansas City KS,2021-03-02,6.373,6.819,18.208,18.655
Kansas City KS,2021-03-03,6.349,6.795,18.226,18.672
Kansas City KS,2021-03-04,6.325,6.77,18.243,18.689
Kansas City KS,2021-03-05,6.3,6.745,18.261,18.706
Kansas City KS,2021-03-06,6.275,6.72,18.278,18.723
Kansas City KS,2021-03-07,6.25,6.695,18.295,18.74
Kansas City KS,2021-03-08,6.225,6.669,18.313,18.757
Kansas City KS,2021-03-09,6.2,6.644,18.33,18.774
Kansas City KS,2021-03-10,6.175,6.618,18.347,18.791
Kansas City KS,2021-03-11,6.149,6.593,18.364,18.808
Kansas City KS,2021-03-12,6.123,6.567,18.381,18.825
Kansas City KS,2021-03-13,6.098,6.541,18.398,18.842
Kansas City KS,2021-03-14,6.072,6.515,18.414,18.859
Kansas City KS,2021-03-15,7.046,7.489,19.431,19.875
